071257,160411,052236462,009435793,001,00069,00571,5,1,0
071258,160411,052236463,009435795,001,00094,00563,5,1,0
071259,160411,052236463,009435797,001,00091,00560,5,1,0
071300,160411,052236465,009435800,001,00094,00553,5,1,0
071301,160411,052236466,009435802,001,00098,00548,5,1,0
071302,160411,052236468,009435805,001,00091,00542,5,1,0
071303,160411,052236469,009435807,001,00088,00537,5,1,0
071304,160411,052236470,009435809,000,00087,00532,5,1,0
071305,160411,052236471,009435811,001,00092,00528,5,1,0
071306,160411,052236477,009435823,001,00089,00503,5,1,0
071307,160411,052236478,009435826,000,00067,00496,5,1,0
071308,160411,052236481,009435832,000,00087,00484,5,1,0
071309,160411,052236484,009435839,001,00084,00470,5,1,0
071310,160411,052236487,009435845,001,00091,00458,5,1,0
071311,160411,052236489,009435851,001,00082,00446,5,1,0
071312,160411,052236492,009435856,000,00073,00436,5,1,0
071313,160411,052236494,009435860,001,00078,00427,5,1,0
071314,160411,052236496,009435864,001,00073,00418,5,1,0
071315,160411,052236498,009435868,001,00083,00410,5,1,0
071316,160411,052236500,009435873,001,00084,00402,5,1,0
071317,160411,052236501,009435877,001,00085,00396,5,1,0
071318,160411,052236501,009435876,001,00038,00401,5,1,0
071319,160411,052236501,009435876,001,00166,00402,5,1,0
071320,160411,052236500,009435875,001,00153,00403,5,1,0
071321,160411,052236498,009435875,001,00160,00404,5,1,0
071322,160411,052236497,009435873,000,00132,00407,5,1,0
071323,160411,052236496,009435871,000,00063,00411,5,1,0
071324,160411,052236495,009435869,000,00089,00417,5,1,0
071325,160411,052236494,009435866,000,00076,00423,5,1,0
071326,160411,052236493,009435863,000,00088,00429,5,1,0
071327,160411,052236492,009435861,000,00096,00435,5,1,0
071328,160411,052236491,009435858,000,00096,00441,5,1,0
071329,160411,052236489,009435856,000,00089,00447,5,1,0
071330,160411,052236488,009435853,000,00126,00453,5,1,0
071331,160411,052236487,009435851,000,00110,00458,5,1,0
071332,160411,052236486,009435848,000,00124,00464,5,1,0
071333,160411,052236485,009435846,000,00116,00469,5,1,0
071334,160411,052236484,009435844,000,00122,00474,5,1,0
071335,160411,052236483,009435842,000,00076,00480,5,1,0
071336,160411,052236482,009435840,000,00000,00484,5,1,0
