11.4880300,52.4478700,"Jävenitzer Str.1 [Letzlingen]"
8.2607500,50.4852100,"Amts Apotheke zum Löwen Marktplatz 6 35781 Weilburg"
8.2543400,50.6090100,"Ulmtal Apotheke Schloßstr. 9 35753 Greifenstein"
8.2773400,50.4329000,"Taunus Apotheke Elkerhäuser Str. 28a 35796 Weinbach"
8.3917400,50.4128100,"Haupt Apotheke Weilstr. 100 35789 Weilmünster"
8.3765100,50.4313600,"Markt Apotheke Marktplatz 15 35789 Weilmünster"
8.2630600,50.4874100,"Rosen Apotheke Postplatz 9 35781 Weilburg"
8.2904800,50.4820000,"Apotheke am Landtor Frankfurter Str. 2 35781 Weilburg"
8.2716100,50.5109900,"Rathaus Apotheke Obertorstr. 11 35792 Löhnberg"
8.3117100,50.5371100,"Brunnen Apotheke Bissenberger Str. 11 35638 Leun"
8.3482500,50.6182100,"Elch Apotheke Siegener Str. 1 35630 Ehringshausen"
8.3922500,50.5141900,"Hof und Schloß Apotheke Fürst-Ferdinand-Str. 2 35619 Braunfels"
8.3931800,50.5180100,"Löwen Apotheke Kaiser-Friedrich-Str. 2 35619 Braunfels"
8.4115800,50.5303600,"Taunus Apotheke Braunfelser Str. 8 35606 Solms"
8.3818900,50.5964200,"Brücken Apotheke Bahnhofstr. 66 35630 Ehringshausen"
8.3816700,50.5960000,"Alte Apotheke Bahnhofstr. 4 35630 Ehringshausen"
8.4060600,50.5390800,"Kronen Apotheke Lindenstr. 11 35606 Solms"
8.4222900,50.5527300,"Lahntal Apotheke Wetzlarer Str. 79 35606 Solms"
8.4252500,50.5882300,"Schönbach Apotheke Hauptstraße 49 35614 Asslar"
8.4974400,50.4330500,"Löwen Apotheke Cleeberger Str. 21 35647 Waldsolms"
8.4733700,50.4938400,"Schöffen Apotheke Steuterweg 1 35641 Schöffengrund"
8.4962100,50.5319100,"Siebenmühlental Apotheke Wetzlarer Str. 37 35580 Wetzlar"
8.4787300,50.5644700,"Dalheim Apotheke Hohe Str. 19 35576 Wetzlar"
8.4896500,50.5505800,"Westend Apotheke Ernst-Leitz-Str. 83 35578 Wetzlar"
8.4932000,50.5586000,"Herz Apotheke Neustädter Platz 9 35576 Wetzlar"
8.5012800,50.5519000,"Apollo Apotheke Nauborner Str. 12 35578 Wetzlar"
8.5009900,50.5522000,"Adler Apotheke Nauborner Str. 8 35578 Wetzlar"
8.4982900,50.5586200,"Langgaß Apotheke Langgasse 68 35576 Wetzlar"
8.5012700,50.5553700,"Haupt Apotheke Kurt Hiepe Schwarzadlergasse 2 35578 Wetzlar"
8.5008000,50.5551500,"Schwanen Apotheke Krämerstr. 4 35578 Wetzlar"
8.5026500,50.5602300,"Industrie Apotheke Brückenstr. 1 35576 Wetzlar"
8.5022100,50.5613600,"Vita Apotheke Bahnhofstr. 2 35576 Wetzlar"
8.5031100,50.5724000,"Linden Apotheke Formerstr. 61 35576 Wetzlar"
8.5035100,50.5479400,"St.Barbara Apotheke Nauborner Str. 53 35578 Wetzlar"
8.5233400,50.5413700,"Taunus Apotheke Volpertshäuser Str. 12 35578 Wetzlar"
8.5242300,50.5836900,"Simberg Apotheke Schulplatz 4 35584 Wetzlar"
8.5249000,50.5847300,"Burg-Apotheke Blasbacher Str. 23 35586 Wetzlar"
8.5918600,50.5071400,"Stern Apotheke Frankfurter Str. 71 35625 Hüttenberg"
8.5461000,50.5855600,"Löwen Apotheke Naunheimer Str. 43 35633 Lahnau"
8.5994000,50.5617300,"Bahnhof Apotheke Bahnhofstr. 20-24 35576 Wetzlar"
8.5987400,50.5666600,"Lahn Apotheke Gießener Str. 14 35582 Wetzlar"
8.5975700,50.6198100,"Apotheke Rodheim Bieber Mühlbergstr. 7 35444 Biebertal"
8.6122800,50.6121200,"Dünsberg Apotheke Gießener Str. 27 35444 Biebertal"
8.6736200,50.4283500,"Stern Apotheke Weiseler Str. 25/27 35510 Butzbach"
8.6736300,50.4284500,"Apotheke am Roßbrunnen Weiseler Str. 5 35510 Butzbach"
8.6736400,50.4285500,"Apotheke am Bahnhof Weiseler Str. 41 35510 Butzbach"
8.6717300,50.4344700,"Alte Apotheke Wetzlarerstr.5 35510 Butzbach"
8.6717500,50.4339600,"Liebig Apotheke Marktplatz 21/22 35510 Butzbach"
8.7384600,50.4282400,"Marien Apotheke Obergasse 1 35519 Rockenberg"
8.6175400,50.4750200,"Kleebach Apotheke Bergstr. 10a 35428 Langgöns"
8.6186100,50.5124500,"Familia Apotheke Hauptstr. 112 35625 Hüttenberg"
8.6632700,50.4977100,"Central Apotheke Am Mühlberg 10 35428 Langgöns"
8.6604300,50.5221100,"Goethe Apotheke Goethestr. 14 35440 Linden"
8.6755300,50.5282900,"Birken Apotheke Schulstr. 1 35440 Linden"
8.6492600,50.5612500,"Apotheke Klein Linden Hegweg 2 35398 Gießen"
8.6313200,50.5825100,"Biebertal Apotheke Gießener Str. 5 35452 Heuchelheim"
8.6329000,50.5833400,"Central Apotheke Jahnstr. 7 35452 Heuchelheim"
8.6359500,50.6250000,"Gleiberg Apotheke Hauptstr. 18 35435 Wettenberg"
8.6643200,50.5803600,"Liebig Apotheke Bahnhofstr. 47 35390 Gießen"
8.6666900,50.5791900,"Stern Apotheke Frankfurter Str. 24 35392 Gießen"
8.6629500,50.5763000,"Schubert Apotheke Klinikstr. 22 35392 Gießen"
8.6715500,50.5743600,"Löwen Apotheke Friedrichstr. 11-13 35392 Gießen"
8.6776500,50.5793300,"Goethe Apotheke Stephanstr. 26 35390 Gießen"
8.6572900,50.5888600,"Hardt Apotheke Hardtallee 4 35398 Gießen"
8.6715700,50.5829800,"Adler Apotheke Seltersweg 71 35390 Gießen"
8.6690700,50.5811300,"Hirsch Apotheke Frankfurter Str. 6 35390 Gießen"
8.6728300,50.5838600,"Stadt Apotheke Löwengasse 4 35390 Gießen"
8.6690100,50.5873300,"Apotheke am Oswaldsgarten Neustadt 31 35390 Gießen"
8.6741900,50.5850800,"Pelikan Apotheke Kreuzplatz 2 35390 Gießen"
8.6741500,50.5862800,"Struwwelpeter Apotheke Marktstr. 2 35390 Gießen"
8.6741800,50.5838700,"Central Apotheke Plockstr. 7 35390 Gießen"
8.6744200,50.5825600,"Apotheke an der Südanlage Südanlage 11 35390 Gießen"
